"group","q","d","d_sd","d_lower","d_upper","e","e_lower","e_upper","sample","condition"
"Carditis",2,108.053490335023,18.0698669789255,72.6372018508995,143.469778819147,0.737013098254028,0.495445070942633,0.978581125565422,"Y172.1","Non Naive CD8 Specific"
"Recovered",0,144.38,4.09873126588579,136.346634336556,152.413365663444,1,0.944359567367749,1.05564043263225,"165.1R","Non Naive CD8 Specific"
"Recovered",1,131.977266095473,7.75937503060717,116.769170492944,147.185361698002,0.914096592987069,0.808762782192434,1.0194304037817,"165.1R","Non Naive CD8 Specific"
"Recovered",2,108.844638817847,15.173418372476,79.1052852854361,138.583992350259,0.753876151945196,0.547896421148609,0.959855882741782,"165.1R","Non Naive CD8 Specific"
"Recovered",0,126.345,5.21073254623011,116.132151876318,136.557848123682,1,0.919166978323782,1.08083302167622,"170.1R","Non Naive CD8 Specific"
"Recovered",1,102.284606485994,8.87457049594603,84.8907679356781,119.67844503631,0.809565922561194,0.671896536749995,0.947235308372393,"170.1R","Non Naive CD8 Specific"
"Recovered",2,68.4365592269022,12.2780028641078,44.3721158111713,92.5010026426331,0.54166416737427,0.351198035626035,0.732130299122506,"170.1R","Non Naive CD8 Specific"
"Recovered",0,145.95,4.23523150838868,137.649098777369,154.250901222631,1,0.94312503444583,1.05687496555417,"172.1R","Non Naive CD8 Specific"
"Recovered",1,134.746125476643,7.8702581110771,119.320703029898,150.171547923389,0.923234843964668,0.817545070434382,1.02892461749496,"172.1R","Non Naive CD8 Specific"
"Recovered",2,113.648087542616,15.2052828960344,83.8462806916457,143.449894393586,0.778678229137486,0.574486335674174,0.982870122600798,"172.1R","Non Naive CD8 Specific"
